trip_id,person_id,household_id,age,sex,employment,purpose,mode,duration_min,distance_km,num_persons,household_income,car_ownership
2119522983,2119522983,211952298,46-55 years,Woman,Housewife/ houseman,Usual workplace,Walking,40.0,10.0,2,0.8987541627278769,One
2119522991,2119522991,211952299,46-55 years,Woman,Working at full time job(s),,,,,1,0.8987541627278769,None
2119538461,2119538461,211953846,36-45 years,Woman,"Unemployed, searching for job","Having a promenade around the city, in park etc (in this case in address question – state address of start of promena",Car as driver,20.0,5.0,2,0.8182308142103268,One
2119538462,2119538462,211953846,14-15 years,Woman,Studying at school,,,,,2,0.6792175002843309,None
2119538471,2119538471,211953847,18-24 years,Woman,Student (of university or vocational college),University,Metro,60.0,15.0,1,1.1680184442194046,None
2119538481,2119538481,211953848,66 and more,Woman,"Retired, not working","Having a promenade around the city, in park etc (in this case in address question – state address of start of promena",Walking,40.0,10.0,1,0.5761899646958017,None
2119567701,2119567701,211956770,36-45 years,Woman,Working at full time job(s),Usual workplace,Metro,60.0,15.0,1,0.8182308142103268,None
2119567711,2119567711,211956771,36-45 years,Woman,Working at full time job(s),,,,,2,0.8182308142103268,None
2119567712,2119567712,211956771,56-65 years,Woman,"Retired, not working",Health center/Doctor,Bus (local bus),30.0,7.5,2,0.6254296922541548,None
2119567721,2119567721,211956772,66 and more,Woman,"Retired, but working",Secondary School,Bus (local bus),20.0,5.0,2,0.5761899646958017,None
2119567722,2119567722,211956772,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2119579961,2119579961,211957996,46-55 years,Woman,Working at part time job(s),,,,,3,0.8987541627278769,None
2119579962,2119579962,211957996,46-55 years,Man,Working at full time job(s),Domicile,Car as passenger,210.0,52.5,3,1.318947547664047,None
2119579963,2119579963,211957996,25-35 years,Man,Working at part time job(s),,,,,3,1.5166038838578633,None
2119589171,2119589171,211958917,25-35 years,Woman,Student (of university or vocational college),University,Metro,45.0,11.25,1,1.0405488309535824,None
2119595761,2119595761,211959576,25-35 years,Woman,Self-employed,"Accompanying/picking kids to/from nursery, kindergarten",Walking,20.0,5.0,1,1.0405488309535824,None
2119595771,2119595771,211959577,56-65 years,Woman,Working at part time job(s),Usual workplace,Bus (local bus),45.0,11.25,1,0.6254296922541548,None
2119595781,2119595781,211959578,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,20.0,5.0,2,1.226524444430224,One
2119595782,2119595782,211959578,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as driver,20.0,5.0,2,0.8182308142103268,One
2119606631,2119606631,211960663,56-65 years,Woman,"Retired, not working",,,,,2,0.6254296922541548,None
2119606635,2119606635,211960663,14-15 years,Man,Studying at school,,,,,2,0.8838452498329735,None
2119606661,2119606661,211960666,56-65 years,Woman,Owner or business,,,,,1,0.6254296922541548,None
2119606671,2119606671,211960667,36-45 years,Woman,Self-employed,Domicile,Bus (local bus),60.0,15.0,3,0.8182308142103268,None
2119606672,2119606672,211960667,56-65 years,Woman,"Retired, not working",Domicile,Bus (local bus),20.0,5.0,3,0.6254296922541548,None
2119606673,2119606673,211960667,36-45 years,Man,"Unemployed, searching for job",,,,,3,1.226524444430224,None
2119625761,2119625761,211962576,56-65 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,20.0,5.0,1,0.6254296922541548,One
2119625771,2119625771,211962577,66 and more,Woman,Working at both main and side jobs,Not usual workplace/ on some work tasks,"Ridehail passenger (services like Uber, Bolt, YandexTaxi etc.)",16.0,4.0,2,0.5761899646958017,None
2119625772,2119625772,211962577,25-35 years,Man,Working at full time job(s),Usual workplace,Metro,30.0,7.5,2,1.5166038838578633,None
2119625781,2119625781,211962578,36-45 years,Woman,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as passenger,20.0,5.0,2,0.8182308142103268,One
2119625782,2119625782,211962578,25-35 years,Man,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as driver,20.0,5.0,2,1.5166038838578633,One
2119635831,2119635831,211963583,56-65 years,Woman,"Retired, not working",,,,,2,0.6254296922541548,None
2119635835,2119635835,211963583,14-15 years,Man,Studying at school,,,,,2,0.8838452498329735,None
2119635841,2119635841,211963584,46-55 years,Woman,Housewife/ houseman,,,,,2,0.8987541627278769,None
2119635842,2119635842,211963584,25-35 years,Man,"Retired, not working",,,,,2,1.5166038838578633,None
2119635851,2119635851,211963585,46-55 years,Woman,Working at full time job(s),Usual workplace,Metro,30.0,7.5,2,0.8987541627278769,None
2119635853,2119635853,211963585,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2119636601,2119636601,211963660,56-65 years,Woman,Working at full time job(s),,,,,2,0.6254296922541548,None
2119636602,2119636602,211963660,25-35 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),30.0,7.5,2,1.5166038838578633,None
2119636611,2119636611,211963661,66 and more,Woman,Housewife/ houseman,Domicile,Bus (local bus),30.0,7.5,1,0.5761899646958017,None
2119636621,2119636621,211963662,46-55 years,Man,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as driver,5.0,1.25,1,1.318947547664047,None
2119636631,2119636631,211963663,66 and more,Woman,Working at full time job(s),Usual workplace,Bus (local bus),70.0,17.5,1,0.5761899646958017,None
2119636641,2119636641,211963664,18-24 years,Woman,Student (of university or vocational college),Domicile,Bus (local bus),90.0,22.5,1,1.1680184442194046,None
2119637401,2119637401,211963740,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),90.0,22.5,2,0.8987541627278769,None
2119637402,2119637402,211963740,46-55 years,Woman,Working at part time job(s),"Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),60.0,15.0,2,0.8987541627278769,None
2119640901,2119640901,211964090,36-45 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),20.0,5.0,1,0.8182308142103268,None
2119640911,2119640911,211964091,25-35 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),30.0,7.5,2,1.0405488309535824,None
2119640913,2119640913,211964091,14-15 years,Woman,Studying at school,Secondary School,Bus (local bus),15.0,3.75,2,0.6792175002843309,None
2119644921,2119644921,211964492,25-35 years,Man,"Unemployed, searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,30.0,7.5,2,1.5166038838578633,None
2119644922,2119644922,211964492,25-35 years,Woman,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,30.0,7.5,2,1.0405488309535824,None
2119644931,2119644931,211964493,25-35 years,Woman,Working at part time job(s),Usual workplace,Metro,35.0,8.75,1,1.0405488309535824,None
2119644941,2119644941,211964494,46-55 years,Man,Working at full time job(s),Domicile,Car as driver,60.0,15.0,1,1.318947547664047,One
2119644951,2119644951,211964495,46-55 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,45.0,11.25,2,0.8987541627278769,None
2119644952,2119644952,211964495,46-55 years,Man,Working at full time job(s),,,,,2,1.318947547664047,None
2119647591,2119647591,211964759,56-65 years,Man,Working at part time job(s),Sport and body-care activities,Bus (local bus),60.0,15.0,2,0.9454076260111136,None
2119647593,2119647593,211964759,18-24 years,Man,Working at full time job(s),Usual workplace,Marshrutka (local),30.0,7.5,2,1.3467554790918572,None
2119647601,2119647601,211964760,56-65 years,Man,Working at full time job(s),Usual workplace,"Two wheels personal motor vehicle (motorcycle, moped etc.)",40.0,10.0,2,0.9454076260111136,One
2119647602,2119647602,211964760,46-55 years,Woman,"Unemployed, not searching for job",,,,,2,0.8987541627278769,None
2119653121,2119653121,211965312,66 and more,Woman,"Retired, not working",Don't know,Intercity bus,45.0,11.25,3,0.5761899646958017,None
2119653122,2119653122,211965312,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,15.0,3.75,3,1.318947547664047,One
2119653123,2119653123,211965312,25-35 years,Woman,Working at full time job(s),Usual workplace,Intercity bus,60.0,15.0,3,1.0405488309535824,None
2119653131,2119653131,211965313,25-35 years,Woman,Working at full time job(s),Usual workplace,Personal e-scooter (or another motorized light personal vehicle),60.0,15.0,2,1.0405488309535824,One
2119653132,2119653132,211965313,56-65 years,Woman,"Retired, not working",,,,,2,0.6254296922541548,None
2119671831,2119671831,211967183,25-35 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),55.0,13.75,2,1.5166038838578633,None
2119671832,2119671832,211967183,56-65 years,Woman,"Unemployed, not searching for job",,,,,2,0.6254296922541548,None
2119671841,2119671841,211967184,25-35 years,Man,"Unemployed, searching for job","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),60.0,15.0,1,1.5166038838578633,None
2119673301,2119673301,211967330,56-65 years,Woman,"Retired, not working",,,,,2,0.6254296922541548,None
2119673302,2119673302,211967330,66 and more,Man,"Retired, not working",Free canteen for the socially vulnerable people,Bus (local bus),60.0,15.0,2,0.6578800871293811,None
2119673311,2119673311,211967331,46-55 years,Woman,Housewife/ houseman,,,,,1,0.8987541627278769,None
2119900631,2119900631,211990063,25-35 years,Woman,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as passenger,20.0,5.0,1,1.0405488309535824,One
2119900711,2119900711,211990071,18-24 years,Woman,Working at part time job(s),Usual workplace,Walking,15.0,3.75,1,1.1680184442194046,None
2119900801,2119900801,211990080,46-55 years,Woman,Housewife/ houseman,Accompanying/picking kids to/from courses/clubs/sections etc,Bus (local bus),30.0,7.5,1,0.8987541627278769,None
2120619531,2120619531,212061953,66 and more,Man,"Retired, not working",Health center/Doctor,Bus (local bus),20.0,5.0,2,4.885387311284171,None
2120619532,2120619532,212061953,66 and more,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,2,4.44257048266213,None
2120619541,2120619541,212061954,36-45 years,Man,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),35.0,8.75,1,18.982593336235094,None
2120619551,2120619551,212061955,18-24 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as passenger,15.0,3.75,1,13.82402214910604,One
2120627221,2120627221,212062722,25-35 years,Woman,Working at full time job(s),Usual workplace,Taxi passenger,45.0,11.25,1,1.0405488309535824,None
2120632901,2120632901,212063290,25-35 years,Woman,In maternity leave,Health center/Doctor,Metro,30.0,7.5,1,1.0405488309535824,None
2120639471,2120639471,212063947,16-17 years,Woman,Student (of university or vocational college),University,Metro,60.0,15.0,2,0.9085998630188142,None
2120639472,2120639472,212063947,18-24 years,Woman,Working at full time job(s),,,,,2,1.1680184442194046,None
2120642541,2120642541,212064254,25-35 years,Woman,In maternity leave,,,,,1,1.0405488309535824,None
2120644731,2120644731,212064473,18-24 years,Woman,Student (of university or vocational college),University,Bus (local bus),60.0,15.0,1,1.1680184442194046,None
2120647591,2120647591,212064759,25-35 years,Man,Working at full time job(s),Usual workplace,Car as driver,20.0,5.0,1,1.5166038838578633,One
2120648911,2120648911,212064891,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2120648912,2120648912,212064891,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2120656721,2120656721,212065672,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2120665091,2120665091,212066509,56-65 years,Woman,"Retired, but working",Meeting a friend (on the street),Taxi passenger,30.0,7.5,1,0.6254296922541548,One
2120666551,2120666551,212066655,56-65 years,Woman,"Retired, not working",Domicile,Bus (local bus),60.0,15.0,1,0.6254296922541548,One
2120666561,2120666561,212066656,56-65 years,Woman,Housewife/ houseman,,,,,3,0.6254296922541548,None
2120666563,2120666563,212066656,25-35 years,Man,"Unemployed, not searching for job",,,,,3,1.5166038838578633,None
2120666564,2120666564,212066656,25-35 years,Woman,Working at part time job(s),"Having a promenade around the city, in park etc (in this case in address question – state address of start of promena",Walking,30.0,7.5,3,1.0405488309535824,One
2120666571,2120666571,212066657,66 and more,Man,"Retired, not working",,,,,3,0.6578800871293811,None
2120666572,2120666572,212066657,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2120666573,2120666573,212066657,36-45 years,Woman,Student (of university or vocational college),Sport and body-care activities,Walking,5.0,1.25,3,0.8182308142103268,None
2120672541,2120672541,212067254,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2120672901,2120672901,212067290,66 and more,Woman,"Retired, not working",Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),20.0,5.0,1,0.5761899646958017,None
2120685501,2120685501,212068550,25-35 years,Woman,"Unemployed, searching for job","Daily needs shopping (in small nearby stores, on street markets etc)",Walking,15.0,3.75,3,1.0405488309535824,None
2120685502,2120685502,212068550,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2120685503,2120685503,212068550,25-35 years,Man,"Unemployed, not searching for job",Domicile,Car as passenger,15.0,3.75,3,1.5166038838578633,None
2120686091,2120686091,212068609,46-55 years,Man,Working at full time job(s),Secondary School,Car as driver,10.0,2.5,1,1.318947547664047,One
2120688611,2120688611,212068861,36-45 years,Woman,Working at full time job(s),,,,,1,0.8182308142103268,None
2120692461,2120692461,212069246,46-55 years,Woman,Working at full time job(s),Usual workplace,Car as driver,60.0,15.0,3,0.8987541627278769,One
2120692463,2120692463,212069246,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2120692464,2120692464,212069246,16-17 years,Man,Studying at school,Domicile,Bus (local bus),95.0,23.75,3,0.9712376361785788,None
2120692471,2120692471,212069247,66 and more,Man,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,3,0.6578800871293811,None
2120692472,2120692472,212069247,66 and more,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,3,0.5761899646958017,None
2120692473,2120692473,212069247,46-55 years,Woman,Housewife/ houseman,,,,,3,0.8987541627278769,None
2120692481,2120692481,212069248,25-35 years,Woman,Working at full time job(s),,,,,2,1.0405488309535824,None
2120692482,2120692482,212069248,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2120693521,2120693521,212069352,46-55 years,Woman,"Unemployed, not searching for job","Daily needs shopping (in small nearby stores, on street markets etc)",Walking,15.0,3.75,3,0.8987541627278769,One
2120693522,2120693522,212069352,18-24 years,Man,Working at full time job(s),University,Car as driver,110.0,27.5,3,1.3467554790918572,One
2120693523,2120693523,212069352,16-17 years,Man,Studying at school,Courses/clubs/sections/other educational facilities,Walking,10.0,2.5,3,0.9712376361785788,One
2120704701,2120704701,212070470,36-45 years,Woman,Working at part time job(s),"Accompanying/picking kids to/from nursery, kindergarten",Walking,15.0,3.75,2,0.8182308142103268,None
2120704702,2120704702,212070470,36-45 years,Man,Working at full time job(s),Not usual workplace/ on some work tasks,Bus (local bus),90.0,22.5,2,1.226524444430224,None
2120705061,2120705061,212070506,16-17 years,Man,Student (of university or vocational college),University,Walking,30.0,7.5,2,0.9712376361785788,None
2120705062,2120705062,212070506,18-24 years,Man,Student (of university or vocational college),,,,,2,1.3467554790918572,None
2120705661,2120705661,212070566,18-24 years,Woman,Student (of university or vocational college),,,,,2,1.1680184442194046,None
2120705662,2120705662,212070566,18-24 years,Woman,Student (of university or vocational college),Secondary School,Bus (local bus),15.0,3.75,2,1.1680184442194046,None
2120705671,2120705671,212070567,56-65 years,Woman,"Unemployed, not searching for job",,,,,3,0.6254296922541548,None
2120705672,2120705672,212070567,66 and more,Man,"Retired, not working",,,,,3,0.6578800871293811,None
2120705673,2120705673,212070567,25-35 years,Woman,Working at full time job(s),,,,,3,1.0405488309535824,None
2120705681,2120705681,212070568,66 and more,Woman,Working at full time job(s),Usual workplace,Bus (local bus),60.0,15.0,1,0.5761899646958017,None
2120705691,2120705691,212070569,56-65 years,Woman,Working at full time job(s),,,,,1,0.6254296922541548,None
2120705701,2120705701,212070570,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2120705711,2120705711,212070571,25-35 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),120.0,30.0,1,1.0405488309535824,None
2120705721,2120705721,212070572,56-65 years,Woman,Working at full time job(s),,,,,1,0.6254296922541548,None
2120705731,2120705731,212070573,46-55 years,Woman,Working at full time job(s),,,,,1,0.8987541627278769,None
2120705741,2120705741,212070574,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,30.0,7.5,1,1.318947547664047,One
2120705751,2120705751,212070575,25-35 years,Woman,"Unemployed, searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as passenger,20.0,5.0,2,1.0405488309535824,One
2120705752,2120705752,212070575,36-45 years,Man,Self-employed,Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as driver,30.0,7.5,2,1.226524444430224,One
2120705761,2120705761,212070576,18-24 years,Woman,Student (of university or vocational college),,,,,2,1.1680184442194046,None
2120705762,2120705762,212070576,18-24 years,Woman,Student (of university or vocational college),University,Bus (local bus),90.0,22.5,2,1.1680184442194046,None
2120708931,2120708931,212070893,25-35 years,Woman,"Unemployed, not searching for job",Accompanying/picking kids to/from school,Walking,15.0,3.75,1,1.0405488309535824,One
2120719201,2120719201,212071920,46-55 years,Man,Working at both main and side jobs,,,,,1,1.318947547664047,None
2120735911,2120735911,212073591,46-55 years,Woman,Housewife/ houseman,Health center/Doctor,Walking,75.0,18.75,3,0.8987541627278769,One
2120735912,2120735912,212073591,25-35 years,Woman,"Unemployed, searching for job",Health center/Doctor,Car as driver,30.0,7.5,3,1.0405488309535824,One
2120735913,2120735913,212073591,18-24 years,Woman,Student (of university or vocational college),,,,,3,1.1680184442194046,None
2120746871,2120746871,212074687,36-45 years,Woman,Working at full time job(s),Secondary School,Walking,18.0,4.5,1,0.8182308142103268,One
2120765621,2120765621,212076562,46-55 years,Woman,Housewife/ houseman,,,,,2,0.8987541627278769,None
2120765622,2120765622,212076562,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2120765631,2120765631,212076563,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2120765641,2120765641,212076564,25-35 years,Woman,Housewife/ houseman,,,,,1,1.0405488309535824,None
2120765651,2120765651,212076565,36-45 years,Woman,Housewife/ houseman,Don't know,Marshrutka (local),120.0,30.0,1,0.8182308142103268,None
2120765661,2120765661,212076566,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2120765671,2120765671,212076567,36-45 years,Woman,Housewife/ houseman,,,,,1,0.8182308142103268,None
2120771341,2120771341,212077134,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2120771351,2120771351,212077135,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2120771352,2120771352,212077135,56-65 years,Man,"Unemployed, searching for job",,,,,2,0.9454076260111136,None
2120771361,2120771361,212077136,56-65 years,Woman,"Retired, not working",,,,,2,0.6254296922541548,None
2120771362,2120771362,212077136,66 and more,Man,Working at full time job(s),Usual workplace,Car as driver,60.0,15.0,2,0.6578800871293811,One
2120771371,2120771371,212077137,66 and more,Man,"Retired, not working","Having a promenade around the city, in park etc (in this case in address question – state address of start of promena",Bus (local bus),40.0,10.0,1,0.6578800871293811,None
2120771381,2120771381,212077138,56-65 years,Man,Working at part time job(s),Usual workplace,Car as driver,40.0,10.0,3,0.9454076260111136,One
2120771382,2120771382,212077138,56-65 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),30.0,7.5,3,0.6254296922541548,None
2120771383,2120771383,212077138,25-35 years,Woman,Working at part time job(s),,,,,3,1.0405488309535824,None
2120779391,2120779391,212077939,36-45 years,Woman,Housewife/ houseman,Health center/Doctor,Car as passenger,75.0,18.75,1,0.8182308142103268,One
2120781611,2120781611,212078161,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2120781612,2120781612,212078161,66 and more,Man,"Retired, not working",,,,,3,0.6578800871293811,None
2120781613,2120781613,212078161,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as driver,10.0,2.5,3,0.8182308142103268,One
2120812671,2120812671,212081267,25-35 years,Woman,Housewife/ houseman,Secondary School,Metro,30.0,7.5,1,1.0405488309535824,None
2120812701,2120812701,212081270,56-65 years,Woman,Housewife/ houseman,,,,,3,0.6254296922541548,None
2120812703,2120812703,212081270,18-24 years,Woman,Student (of university or vocational college),University,Metro,50.0,12.5,3,1.1680184442194046,None
2120812704,2120812704,212081270,16-17 years,Woman,Student (of university or vocational college),University,Metro,30.0,7.5,3,0.9085998630188142,None
2120812711,2120812711,212081271,56-65 years,Man,"Unemployed, searching for job",,,,,1,0.9454076260111136,None
2120812721,2120812721,212081272,25-35 years,Man,Working at full time job(s),Usual workplace,Metro,60.0,15.0,1,1.5166038838578633,None
2120814441,2120814441,212081444,56-65 years,Man,Working at full time job(s),Usual workplace,Car as driver,45.0,11.25,2,0.9454076260111136,One
2120814442,2120814442,212081444,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2120814451,2120814451,212081445,36-45 years,Woman,Housewife/ houseman,Secondary School,Bus (local bus),35.0,8.75,1,0.8182308142103268,None
2120814461,2120814461,212081446,36-45 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),90.0,22.5,2,0.8182308142103268,None
2120814462,2120814462,212081446,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2120814481,2120814481,212081448,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,90.0,22.5,2,1.226524444430224,One
2120814483,2120814483,212081448,56-65 years,Woman,Housewife/ houseman,,,,,2,0.6254296922541548,None
2120824981,2120824981,212082498,25-35 years,Man,Working at full time job(s),Usual workplace,Car as driver,45.0,11.25,1,1.5166038838578633,One
2120824991,2120824991,212082499,46-55 years,Woman,Working at full time job(s),,,,,3,0.8987541627278769,None
2120824992,2120824992,212082499,56-65 years,Man,Working at full time job(s),,,,,3,0.9454076260111136,None
2120824995,2120824995,212082499,14-15 years,Man,Studying at school,Sport and body-care activities,Bus (local bus),20.0,5.0,3,0.8838452498329735,None
2120825001,2120825001,212082500,56-65 years,Woman,Housewife/ houseman,,,,,1,0.6254296922541548,None
2120825011,2120825011,212082501,18-24 years,Woman,Housewife/ houseman,,,,,1,1.1680184442194046,None
2120825021,2120825021,212082502,56-65 years,Man,Working at full time job(s),"Services and administrative needs (city service centers, banks, etc)",Car as driver,30.0,7.5,1,0.9454076260111136,One
2120825031,2120825031,212082503,66 and more,Woman,"Unemployed, not searching for job",Free canteen for the socially vulnerable people,Bus (local bus),10.0,2.5,1,0.5761899646958017,None
2120825041,2120825041,212082504,18-24 years,Man,"Unemployed, searching for job",University,Metro,25.0,6.25,1,1.3467554790918572,None
2120825051,2120825051,212082505,25-35 years,Woman,Housewife/ houseman,,,,,1,1.0405488309535824,None
2120825061,2120825061,212082506,56-65 years,Man,"Unemployed, not searching for job",,,,,2,0.9454076260111136,None
2120825062,2120825062,212082506,56-65 years,Woman,Working at full time job(s),Usual workplace,Walking,20.0,5.0,2,0.6254296922541548,None
2120825071,2120825071,212082507,36-45 years,Woman,Working at part time job(s),"Visiting home of other people (parents, relatives, friends etc)",Car as passenger,180.0,45.0,2,0.8182308142103268,None
2120825073,2120825073,212082507,18-24 years,Woman,Working at part time job(s),University,Metro,90.0,22.5,2,1.1680184442194046,None
2120825081,2120825081,212082508,66 and more,Woman,Self-employed,,,,,1,0.5761899646958017,None
2120825121,2120825121,212082512,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,40.0,10.0,1,1.318947547664047,One
2120825131,2120825131,212082513,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,30.0,7.5,1,1.318947547664047,One
2120825141,2120825141,212082514,36-45 years,Man,Self-employed,Usual workplace,Bus (local bus),20.0,5.0,1,1.226524444430224,One
2120825151,2120825151,212082515,46-55 years,Woman,Working at full time job(s),Usual workplace,Metro,35.0,8.75,2,0.8987541627278769,None
2120825153,2120825153,212082515,25-35 years,Woman,Working at full time job(s),,,,,2,1.0405488309535824,None
2120827701,2120827701,212082770,66 and more,Man,"Retired, not working",Domicile,Bus (local bus),60.0,15.0,1,0.6578800871293811,None
2120850511,2120850511,212085051,25-35 years,Woman,Working at full time job(s),Accompanying/picking kids to/from courses/clubs/sections etc,Walking,40.0,10.0,1,1.0405488309535824,None
2120857671,2120857671,212085767,56-65 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,10.0,2.5,1,0.6254296922541548,None
2120866061,2120866061,212086606,18-24 years,Woman,Housewife/ houseman,,,,,1,1.1680184442194046,None
2120866071,2120866071,212086607,25-35 years,Man,Student (of university or vocational college),University,Walking,15.0,3.75,1,1.5166038838578633,None
2120866081,2120866081,212086608,46-55 years,Woman,Working at full time job(s),,,,,1,0.8987541627278769,None
2120868081,2120868081,212086808,25-35 years,Woman,Housewife/ houseman,,,,,1,1.0405488309535824,None
2120868091,2120868091,212086809,36-45 years,Woman,Working at full time job(s),,,,,2,0.8182308142103268,None
2120868092,2120868092,212086809,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2120868101,2120868101,212086810,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,15.0,3.75,2,0.8182308142103268,One
2120868102,2120868102,212086810,36-45 years,Man,Working at full time job(s),"Accompanying/picking kids to/from nursery, kindergarten",Car as driver,10.0,2.5,2,1.226524444430224,One
2120868111,2120868111,212086811,36-45 years,Woman,Housewife/ houseman,Accompanying/picking kids to/from school,Bus (local bus),20.0,5.0,4,0.8182308142103268,None
2120868112,2120868112,212086811,36-45 years,Man,Working at part time job(s),,,,,4,1.226524444430224,None
2120868113,2120868113,212086811,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2120868114,2120868114,212086811,66 and more,Man,"Retired, not working",,,,,4,0.6578800871293811,None
2120868191,2120868191,212086819,36-45 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),25.0,6.25,3,0.8182308142103268,None
2120868192,2120868192,212086819,14-15 years,Woman,Studying at school,Secondary School,Bus (local bus),10.0,2.5,3,0.6792175002843309,None
2120868193,2120868193,212086819,14-15 years,Woman,Studying at school,Secondary School,Bus (local bus),10.0,2.5,3,0.6792175002843309,None
2120877111,2120877111,212087711,25-35 years,Woman,Hard to answer,,,,,1,1.0405488309535824,None
2120877121,2120877121,212087712,36-45 years,Woman,Housewife/ houseman,Not usual workplace/ on some work tasks,Car as driver,15.0,3.75,1,0.8182308142103268,One
2120877131,2120877131,212087713,66 and more,Man,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),20.0,5.0,1,0.6578800871293811,One
2120877141,2120877141,212087714,25-35 years,Woman,Working at part time job(s),,,,,1,1.0405488309535824,None
2120879641,2120879641,212087964,66 and more,Woman,"Retired, but working",,,,,1,0.5761899646958017,None
2120879651,2120879651,212087965,46-55 years,Man,Working at part time job(s),Usual workplace,Car as driver,5.0,1.25,2,1.318947547664047,One
2120879652,2120879652,212087965,46-55 years,Woman,Working at part time job(s),,,,,2,0.8987541627278769,None
2120892041,2120892041,212089204,36-45 years,Woman,Housewife/ houseman,Secondary School,Bus (local bus),15.0,3.75,2,0.8182308142103268,None
2120892042,2120892042,212089204,36-45 years,Man,Working at part time job(s),Usual workplace,Metro,30.0,7.5,2,1.226524444430224,None
2120892051,2120892051,212089205,25-35 years,Woman,Working at full time job(s),,,,,2,1.0405488309535824,None
2120892052,2120892052,212089205,18-24 years,Woman,Working at full time job(s),,,,,2,1.1680184442194046,None
2120892061,2120892061,212089206,46-55 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,35.0,8.75,3,0.8987541627278769,None
2120892062,2120892062,212089206,56-65 years,Man,Working at full time job(s),Usual workplace,Car as driver,10.0,2.5,3,0.9454076260111136,One
2120892063,2120892063,212089206,25-35 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,3,1.0405488309535824,One
