trip_id,person_id,household_id,age,sex,employment,purpose,mode,duration_min,distance_km,num_persons,household_income,car_ownership
2152947221,2152947221,215294722,36-45 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),30.0,7.5,3,0.8182308142103268,None
2152947222,2152947222,215294722,46-55 years,Man,Working at full time job(s),,,,,3,1.318947547664047,None
2152947223,2152947223,215294722,18-24 years,Woman,Student (of university or vocational college),Secondary School,Bus (local bus),25.0,6.25,3,1.1680184442194046,None
2152947231,2152947231,215294723,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,3,0.8987541627278769,One
2152947233,2152947233,215294723,25-35 years,Man,Working at part time job(s),Usual workplace,Car as driver,45.0,11.25,3,1.5166038838578633,One
2152947234,2152947234,215294723,56-65 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),30.0,7.5,3,0.6254296922541548,One
2152951841,2152951841,215295184,25-35 years,Woman,Housewife/ houseman,Health center/Doctor,Car as passenger,70.0,17.5,2,1.0405488309535824,One
2152951842,2152951842,215295184,25-35 years,Man,Working at full time job(s),Health center/Doctor,Car as driver,70.0,17.5,2,1.5166038838578633,One
2152951851,2152951851,215295185,66 and more,Man,"Retired, not working","Visiting home of other people (parents, relatives, friends etc)",Car as driver,15.0,3.75,3,0.6578800871293811,One
2152951852,2152951852,215295185,56-65 years,Woman,"Retired, not working",Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),20.0,5.0,3,0.6254296922541548,None
2152951855,2152951855,215295185,25-35 years,Woman,Housewife/ houseman,"Visiting home of other people (parents, relatives, friends etc)",Marshrutka (local),30.0,7.5,3,1.0405488309535824,None
2152951861,2152951861,215295186,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2152951862,2152951862,215295186,66 and more,Man,"Retired, not working",,,,,3,0.6578800871293811,None
2152951863,2152951863,215295186,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,40.0,10.0,3,1.226524444430224,One
2152951871,2152951871,215295187,25-35 years,Woman,Working at full time job(s),Health center/Doctor,Metro,60.0,15.0,1,1.0405488309535824,None
2152951881,2152951881,215295188,66 and more,Woman,"Retired, not working",Big shopping (in shopping malls / supermarkets / big markets / bazar),Rented/shared bicycle,30.0,7.5,2,0.5761899646958017,None
2152951882,2152951882,215295188,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2152951891,2152951891,215295189,66 and more,Woman,"Retired, but working",Usual workplace,Bus (local bus),50.0,12.5,2,0.5761899646958017,None
2152951893,2152951893,215295189,36-45 years,Woman,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Marshrutka (local),60.0,15.0,2,0.8182308142103268,None
2152951901,2152951901,215295190,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),60.0,15.0,2,0.8987541627278769,None
2152951902,2152951902,215295190,25-35 years,Man,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),80.0,20.0,2,1.5166038838578633,None
2152951911,2152951911,215295191,46-55 years,Man,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),30.0,7.5,4,1.318947547664047,None
2152951912,2152951912,215295191,36-45 years,Woman,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),90.0,22.5,4,0.8182308142103268,None
2152951913,2152951913,215295191,14-15 years,Man,Studying at school,Secondary School,Bus (local bus),30.0,7.5,4,0.8838452498329735,None
2152951914,2152951914,215295191,16-17 years,Woman,Studying at school,,,,,4,0.9085998630188142,None
2152967141,2152967141,215296714,25-35 years,Man,Working at full time job(s),,,,,2,1.5166038838578633,None
2152967143,2152967143,215296714,56-65 years,Woman,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Walking,60.0,15.0,2,0.6254296922541548,One
2152972611,2152972611,215297261,25-35 years,Woman,"Unemployed, not searching for job",Health center/Doctor,Marshrutka (local),60.0,15.0,2,1.0405488309535824,One
2152972613,2152972613,215297261,14-15 years,Woman,Studying at school,,,,,2,0.6792175002843309,None
2152979991,2152979991,215297999,66 and more,Woman,"Retired, not working",Health center/Doctor,Bus (local bus),60.0,15.0,2,0.5761899646958017,None
2152979992,2152979992,215297999,66 and more,Man,"Retired, not working",Health center/Doctor,Marshrutka (local),60.0,15.0,2,0.6578800871293811,None
2152987771,2152987771,215298777,56-65 years,Woman,"Retired, not working",,,,,1,0.6254296922541548,None
2152992261,2152992261,215299226,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2153006851,2153006851,215300685,66 and more,Man,"Retired, not working",,,,,1,0.6578800871293811,None
2153027991,2153027991,215302799,66 and more,Woman,"Retired, not working",Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),25.0,6.25,1,0.5761899646958017,None
2153031341,2153031341,215303134,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2153031342,2153031342,215303134,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2153031351,2153031351,215303135,56-65 years,Woman,Housewife/ houseman,Health center/Doctor,Taxi passenger,30.0,7.5,2,0.6254296922541548,None
2153031352,2153031352,215303135,14-15 years,Woman,Studying at school,Secondary School,Taxi passenger,40.0,10.0,2,0.6792175002843309,None
2153031361,2153031361,215303136,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),120.0,30.0,1,0.8987541627278769,None
2153031371,2153031371,215303137,18-24 years,Woman,Student (of university or vocational college),Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),60.0,15.0,1,1.1680184442194046,None
2153031381,2153031381,215303138,36-45 years,Woman,Working at part time job(s),"Visiting home of other people (parents, relatives, friends etc)",Taxi passenger,70.0,17.5,1,0.8182308142103268,None
2153031391,2153031391,215303139,25-35 years,Man,"Unemployed, searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as driver,45.0,11.25,1,1.5166038838578633,One
2153031401,2153031401,215303140,25-35 years,Woman,Working at part time job(s),Secondary School,Car as driver,30.0,7.5,1,1.0405488309535824,One
2153031411,2153031411,215303141,66 and more,Woman,"Retired, not working",to express сondolences/at the funeral,Bus (local bus),50.0,12.5,1,0.5761899646958017,None
2153031421,2153031421,215303142,25-35 years,Man,Working at full time job(s),Domicile,Car as driver,50.0,12.5,1,1.5166038838578633,One
2153033811,2153033811,215303381,25-35 years,Man,Working at full time job(s),,,,,2,1.5166038838578633,None
2153033812,2153033812,215303381,25-35 years,Woman,"Unemployed, searching for job",,,,,2,1.0405488309535824,None
2153035861,2153035861,215303586,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2153035862,2153035862,215303586,66 and more,Man,Working at part time job(s),,,,,4,0.6578800871293811,None
2153035863,2153035863,215303586,36-45 years,Woman,Working at part time job(s),Accompanying/picking kids to/from school,Car as driver,35.0,8.75,4,0.8182308142103268,One
2153035865,2153035865,215303586,16-17 years,Woman,Studying at school,Secondary School,Car as passenger,35.0,8.75,4,0.9085998630188142,One
2153044171,2153044171,215304417,46-55 years,Man,Working at part time job(s),Usual workplace,Car as driver,50.0,12.5,2,1.318947547664047,One
2153044172,2153044172,215304417,46-55 years,Woman,"Unemployed, searching for job",,,,,2,0.8987541627278769,None
2153047271,2153047271,215304727,25-35 years,Man,Working at full time job(s),,,,,1,1.5166038838578633,None
2153048331,2153048331,215304833,36-45 years,Woman,Housewife/ houseman,,,,,1,0.8182308142103268,None
2153048341,2153048341,215304834,46-55 years,Woman,Housewife/ houseman,,,,,1,0.8987541627278769,None
2153049161,2153049161,215304916,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2153060791,2153060791,215306079,66 and more,Woman,"Retired, not working",Accompanying/picking kids to/from school,Walking,25.0,6.25,4,0.5761899646958017,One
2153060792,2153060792,215306079,36-45 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),55.0,13.75,4,0.8182308142103268,None
2153060793,2153060793,215306079,66 and more,Man,"Retired, not working","Accompanying/picking kids to/from nursery, kindergarten",Walking,15.0,3.75,4,0.6578800871293811,None
2153060794,2153060794,215306079,46-55 years,Man,Self-employed,,,,,4,1.318947547664047,None
2153066831,2153066831,215306683,46-55 years,Woman,Working at full time job(s),Usual workplace,Walking,15.0,3.75,2,0.8987541627278769,None
2153066832,2153066832,215306683,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2153071241,2153071241,215307124,46-55 years,Woman,Housewife/ houseman,Health center/Doctor,Bus (local bus),20.0,5.0,1,0.8987541627278769,None
2153072931,2153072931,215307293,66 and more,Man,"Retired, not working","Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),27.0,6.75,2,0.6578800871293811,None
2153072932,2153072932,215307293,56-65 years,Woman,"Retired, not working","Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),20.0,5.0,2,0.6254296922541548,None
2153072941,2153072941,215307294,36-45 years,Man,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),20.0,5.0,1,1.226524444430224,None
2153072951,2153072951,215307295,36-45 years,Woman,Working at part time job(s),Domicile,Rented car (as passenger),60.0,15.0,2,0.8182308142103268,None
2153072952,2153072952,215307295,56-65 years,Man,"Retired, not working",,,,,2,0.9454076260111136,None
2153072961,2153072961,215307296,25-35 years,Woman,"Unemployed, searching for job",,,,,1,1.0405488309535824,None
2153072971,2153072971,215307297,25-35 years,Man,Working at part time job(s),"Visiting home of other people (parents, relatives, friends etc)",Car as driver,25.0,6.25,2,1.5166038838578633,One
2153072972,2153072972,215307297,18-24 years,Woman,Housewife/ houseman,"Visiting home of other people (parents, relatives, friends etc)",Car as passenger,25.0,6.25,2,1.1680184442194046,One
2153081081,2153081081,215308108,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,15.0,3.75,1,1.226524444430224,One
2153081091,2153081091,215308109,18-24 years,Woman,Working at part time job(s),Usual workplace,Bus (local bus),60.0,15.0,1,1.1680184442194046,None
2153081101,2153081101,215308110,46-55 years,Woman,Working at part time job(s),"Daily needs shopping (in small nearby stores, on street markets etc)",Marshrutka (local),45.0,11.25,1,0.8987541627278769,None
2153081111,2153081111,215308111,25-35 years,Woman,Working at part time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),15.0,3.75,1,1.0405488309535824,None
2153084021,2153084021,215308402,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2153084031,2153084031,215308403,46-55 years,Woman,Housewife/ houseman,Cemetery,Bus (local bus),30.0,7.5,2,0.8987541627278769,One
2153084032,2153084032,215308403,46-55 years,Man,"Unemployed, searching for job",Cemetery,Bus (local bus),30.0,7.5,2,1.318947547664047,One
2153089621,2153089621,215308962,36-45 years,Woman,"Unemployed, searching for job",,,,,3,0.8182308142103268,None
2153089622,2153089622,215308962,18-24 years,Woman,Both studying and working,"Visiting home of other people (parents, relatives, friends etc)",Marshrutka (local),40.0,10.0,3,1.1680184442194046,None
2153089623,2153089623,215308962,16-17 years,Man,Both studying and working,"Visiting home of other people (parents, relatives, friends etc)",Marshrutka (local),30.0,7.5,3,0.9712376361785787,None
2153094131,2153094131,215309413,36-45 years,Woman,Housewife/ houseman,"Daily needs shopping (in small nearby stores, on street markets etc)",Marshrutka (local),20.0,5.0,1,0.8182308142103268,None
2153095391,2153095391,215309539,18-24 years,Woman,Working at part time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),120.0,30.0,2,1.1680184442194046,One
2153095392,2153095392,215309539,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,40.0,10.0,2,1.318947547664047,One
2153096181,2153096181,215309618,56-65 years,Woman,Working at full time job(s),Domicile,Marshrutka (local),150.0,37.5,1,0.6254296922541548,None
2153096711,2153096711,215309671,66 and more,Woman,"Retired, not working",Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,15.0,3.75,1,0.5761899646958017,None
2153096721,2153096721,215309672,66 and more,Woman,"Retired, not working","Services and administrative needs (city service centers, banks, etc)",Bus (local bus),20.0,5.0,1,0.5761899646958017,None
2153096731,2153096731,215309673,16-17 years,Man,Both studying and working,"Car service (service centres, fuel stations, carwash etc)",Car as passenger,30.0,7.5,2,0.9712376361785787,None
2153096733,2153096733,215309673,46-55 years,Woman,Working at full time job(s),Usual workplace,Car as driver,15.0,3.75,2,0.8987541627278769,One
2153096741,2153096741,215309674,56-65 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,7.0,1.75,1,0.6254296922541548,One
2153096751,2153096751,215309675,66 and more,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,20.0,5.0,1,0.5761899646958017,None
2153096761,2153096761,215309676,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2153096763,2153096763,215309676,46-55 years,Woman,Working at full time job(s),Usual workplace,Metro,20.0,5.0,3,0.8987541627278769,One
2153096764,2153096764,215309676,16-17 years,Man,Studying at school,Ttutor/student,Walking,20.0,5.0,3,0.9712376361785787,None
2153096771,2153096771,215309677,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,25.0,6.25,1,0.8182308142103268,One
2153096981,2153096981,215309698,56-65 years,Woman,Working at full time job(s),,,,,1,0.6254296922541548,None
2153098351,2153098351,215309835,46-55 years,Woman,Housewife/ houseman,Accompanying/picking kids to/from school,Walking,25.0,6.25,1,0.8987541627278769,One
2153098371,2153098371,215309837,25-35 years,Woman,Housewife/ houseman,Accompanying/picking kids to/from school,Bus (local bus),25.0,6.25,2,1.0405488309535824,None
2153098372,2153098372,215309837,25-35 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),70.0,17.5,2,1.5166038838578633,None
2153098381,2153098381,215309838,56-65 years,Woman,"Retired, not working",Health center/Doctor,Walking,30.0,7.5,1,0.6254296922541548,None
2153098391,2153098391,215309839,56-65 years,Man,Working at full time job(s),Usual workplace,Car as driver,50.0,12.5,1,0.9454076260111136,One
2153098401,2153098401,215309840,36-45 years,Man,Self-employed,"Restaurant, café or other socializing sites",Car as driver,35.0,8.75,3,1.226524444430224,One
2153098402,2153098402,215309840,46-55 years,Woman,Working at full time job(s),Usual workplace,Walking,40.0,10.0,3,0.8987541627278769,None
2153098404,2153098404,215309840,36-45 years,Woman,Working at full time job(s),"Restaurant, café or other socializing sites",Car as passenger,20.0,5.0,3,0.8182308142103268,One
2153098411,2153098411,215309841,25-35 years,Man,"Unemployed, not searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,15.0,3.75,1,1.5166038838578633,None
2153098421,2153098421,215309842,56-65 years,Woman,"Retired, not working",,,,,1,0.6254296922541548,None
2153106051,2153106051,215310605,25-35 years,Man,Working at part time job(s),Usual workplace,Walking,60.0,15.0,2,1.5166038838578633,None
2153106053,2153106053,215310605,56-65 years,Woman,Self-employed,,,,,2,0.6254296922541548,None
2153112071,2153112071,215311207,36-45 years,Woman,Freelancer,,,,,3,0.8182308142103268,None
2153112072,2153112072,215311207,36-45 years,Man,Self-employed,,,,,3,1.226524444430224,None
2153112073,2153112073,215311207,18-24 years,Woman,Student (of university or vocational college),,,,,3,1.1680184442194046,None
2153112081,2153112081,215311208,56-65 years,Woman,Housewife/ houseman,,,,,1,0.6254296922541548,None
2153112091,2153112091,215311209,25-35 years,Woman,Working at full time job(s),,,,,2,1.0405488309535824,None
2153112092,2153112092,215311209,36-45 years,Man,Working at full time job(s),,,,,2,1.226524444430224,None
2153112101,2153112101,215311210,56-65 years,Woman,Working at full time job(s),,,,,1,0.6254296922541548,None
2153117281,2153117281,215311728,46-55 years,Woman,Housewife/ houseman,"Visiting home of other people (parents, relatives, friends etc)",Walking,40.0,10.0,2,0.8987541627278769,None
2153117282,2153117282,215311728,56-65 years,Man,"Unemployed, not searching for job","Visiting home of other people (parents, relatives, friends etc)",Car as driver,40.0,10.0,2,0.9454076260111136,One
2153117291,2153117291,215311729,56-65 years,Woman,Working at full time job(s),Health center/Doctor,Metro,30.0,7.5,2,0.6254296922541548,None
2153117292,2153117292,215311729,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2153121131,2153121131,215312113,56-65 years,Woman,"Retired, not working",,,,,3,0.6254296922541548,None
2153121132,2153121132,215312113,56-65 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,3,0.9454076260111136,None
2153121133,2153121133,215312113,36-45 years,Man,Person with Disabilities,,,,,3,1.226524444430224,None
2153136001,2153136001,215313600,56-65 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),15.0,3.75,2,0.6254296922541548,One
2153136002,2153136002,215313600,25-35 years,Man,"Unemployed, searching for job",,,,,2,1.5166038838578633,None
2153140211,2153140211,215314021,25-35 years,Woman,Working at part time job(s),Courses/clubs/sections/other educational facilities,Car as driver,15.0,3.75,1,1.0405488309535824,One
2153142371,2153142371,215314237,25-35 years,Man,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Car as driver,50.0,12.5,6,1.5166038838578633,One
2153142372,2153142372,215314237,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),50.0,12.5,6,0.8987541627278769,One
2153142373,2153142373,215314237,46-55 years,Man,"Unemployed, not searching for job","Visiting home of other people (parents, relatives, friends etc)",Car as driver,40.0,10.0,6,1.318947547664047,One
2153142374,2153142374,215314237,66 and more,Man,"Retired, not working",,,,,6,0.6578800871293811,None
2153142375,2153142375,215314237,66 and more,Woman,"Retired, not working",,,,,6,0.5761899646958017,None
2153142377,2153142377,215314237,25-35 years,Woman,Housewife/ houseman,,,,,6,1.0405488309535824,None
2153142551,2153142551,215314255,18-24 years,Woman,Both studying and working,University,Bus (local bus),60.0,15.0,2,1.1680184442194046,One
2153142553,2153142553,215314255,18-24 years,Man,Both studying and working,University,Bus (local bus),70.0,17.5,2,1.3467554790918572,One
2153142561,2153142561,215314256,36-45 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),30.0,7.5,4,0.8182308142103268,One
2153142562,2153142562,215314256,46-55 years,Man,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Car as driver,50.0,12.5,4,1.318947547664047,One
2153142563,2153142563,215314256,14-15 years,Woman,Studying at school,Secondary School,Bus (local bus),25.0,6.25,4,0.6792175002843309,One
2153142564,2153142564,215314256,14-15 years,Woman,Studying at school,Secondary School,Bus (local bus),20.0,5.0,4,0.6792175002843309,One
2153142571,2153142571,215314257,16-17 years,Woman,Studying at school,"Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),20.0,5.0,2,0.9085998630188142,One
2153142573,2153142573,215314257,36-45 years,Man,Working at full time job(s),,,,,2,1.226524444430224,None
2153142581,2153142581,215314258,25-35 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),15.0,3.75,2,1.0405488309535824,One
2153142582,2153142582,215314258,25-35 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),40.0,10.0,2,1.5166038838578633,One
2153142591,2153142591,215314259,36-45 years,Woman,In maternity leave,,,,,2,0.8182308142103268,None
2153142592,2153142592,215314259,25-35 years,Man,Working at full time job(s),Usual workplace,Car as driver,10.0,2.5,2,1.5166038838578633,One
2153142601,2153142601,215314260,66 and more,Woman,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),40.0,10.0,3,0.5761899646958017,None
2153142602,2153142602,215314260,36-45 years,Woman,"Unemployed, searching for job","Services and administrative needs (city service centers, banks, etc)",Bus (local bus),60.0,15.0,3,0.8182308142103268,None
2153142603,2153142603,215314260,18-24 years,Man,Student (of university or vocational college),University,Bus (local bus),70.0,17.5,3,1.3467554790918572,None
2153155561,2153155561,215315556,25-35 years,Woman,Working at full time job(s),Domicile,Car as driver,60.0,15.0,2,1.0405488309535824,One
2153155562,2153155562,215315556,25-35 years,Man,Working at full time job(s),,,,,2,1.5166038838578633,None
2153166071,2153166071,215316607,25-35 years,Man,Working at full time job(s),"Visiting home of other people (parents, relatives, friends etc)",Car as driver,90.0,22.5,3,1.5166038838578633,One
2153166072,2153166072,215316607,66 and more,Man,Working at full time job(s),,,,,3,0.6578800871293811,None
2153166073,2153166073,215316607,66 and more,Woman,Housewife/ houseman,,,,,3,0.5761899646958017,None
2153170081,2153170081,215317008,36-45 years,Man,Working at part time job(s),Health center/Doctor,Car as driver,45.0,11.25,3,1.226524444430224,One
2153170082,2153170082,215317008,36-45 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),50.0,12.5,3,0.8182308142103268,One
2153170084,2153170084,215317008,14-15 years,Woman,Studying at school,Secondary School,Marshrutka (local),30.0,7.5,3,0.6792175002843309,One
2153170091,2153170091,215317009,18-24 years,Man,"Unemployed, searching for job",,,,,4,1.3467554790918572,None
2153170092,2153170092,215317009,18-24 years,Man,"Unemployed, searching for job",,,,,4,1.3467554790918572,None
2153170093,2153170093,215317009,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2153170095,2153170095,215317009,36-45 years,Woman,"Unemployed, not searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,20.0,5.0,4,0.8182308142103268,One
2153170101,2153170101,215317010,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as driver,10.0,2.5,2,0.8182308142103268,One
2153170102,2153170102,215317010,18-24 years,Woman,Student (of university or vocational college),University,Marshrutka (local),100.0,25.0,2,1.1680184442194046,One
2153170111,2153170111,215317011,56-65 years,Woman,"Retired, not working",Health center/Doctor,Marshrutka (local),70.0,17.5,1,0.6254296922541548,None
2153170121,2153170121,215317012,25-35 years,Woman,"Unemployed, searching for job",,,,,1,1.0405488309535824,None
2153170131,2153170131,215317013,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2153170132,2153170132,215317013,25-35 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),60.0,15.0,2,1.0405488309535824,None
2153170141,2153170141,215317014,46-55 years,Woman,Working at part time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,10.0,2.5,5,0.8987541627278769,None
2153170142,2153170142,215317014,46-55 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),80.0,20.0,5,0.8987541627278769,None
2153170143,2153170143,215317014,16-17 years,Man,Studying at school,Secondary School,Walking,25.0,6.25,5,0.9712376361785787,None
2153170145,2153170145,215317014,66 and more,Woman,"Retired, not working",,,,,5,0.5761899646958017,None
2153170146,2153170146,215317014,66 and more,Woman,"Retired, not working",Health center/Doctor,Marshrutka (local),110.0,27.5,5,0.5761899646958017,None
2153191951,2153191951,215319195,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2153191961,2153191961,215319196,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as driver,15.0,3.75,2,0.8182308142103268,One
2153191962,2153191962,215319196,46-55 years,Man,Working at full time job(s),Usual workplace,Car as passenger,15.0,3.75,2,1.318947547664047,One
2153191971,2153191971,215319197,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),10.0,2.5,2,0.8987541627278769,One
2153191972,2153191972,215319197,18-24 years,Woman,Student (of university or vocational college),,,,,2,1.1680184442194046,None
2153191981,2153191981,215319198,56-65 years,Woman,Working at part time job(s),Domicile,Metro,40.0,10.0,1,0.6254296922541548,None
2153343671,2153343671,215334367,18-24 years,Man,Working at part time job(s),Usual workplace,Car as passenger,35.0,8.75,1,1.3467554790918572,One
2153343681,2153343681,215334368,25-35 years,Woman,Working at full time job(s),,,,,1,1.0405488309535824,None
2153345811,2153345811,215334581,56-65 years,Woman,"Retired, not working",,,,,1,0.6254296922541548,None
2153355871,2153355871,215335587,46-55 years,Woman,Working at part time job(s),Usual workplace,Metro,45.0,11.25,2,0.8987541627278769,None
2153355872,2153355872,215335587,18-24 years,Woman,"Unemployed, searching for job",Health center/Doctor,Walking,35.0,8.75,2,1.1680184442194046,None
2153355881,2153355881,215335588,46-55 years,Woman,Housewife/ houseman,Secondary School,Walking,50.0,12.5,2,0.8987541627278769,None
2153355882,2153355882,215335588,18-24 years,Woman,Student (of university or vocational college),University,Walking,50.0,12.5,2,1.1680184442194046,None
2153355891,2153355891,215335589,36-45 years,Woman,Housewife/ houseman,"Visiting home of other people (parents, relatives, friends etc)",Walking,15.0,3.75,1,0.8182308142103268,None
2153355901,2153355901,215335590,25-35 years,Man,Working at full time job(s),Usual workplace,Car as driver,45.0,11.25,1,1.5166038838578633,One
2153355911,2153355911,215335591,56-65 years,Woman,"Unemployed, searching for job","Daily needs shopping (in small nearby stores, on street markets etc)",Walking,15.0,3.75,2,0.6254296922541548,None
2153355912,2153355912,215335591,56-65 years,Man,"Unemployed, not searching for job",,,,,2,0.9454076260111136,None
2153376911,2153376911,215337691,66 and more,Woman,"Retired, not working","Services and administrative needs (city service centers, banks, etc)",Bus (local bus),30.0,7.5,2,0.5761899646958017,None
2153376912,2153376912,215337691,46-55 years,Man,"Unemployed, searching for job",,,,,2,1.318947547664047,None
2153376921,2153376921,215337692,46-55 years,Man,Working at full time job(s),Domicile,Car as driver,30.0,7.5,2,1.318947547664047,One
2153376923,2153376923,215337692,66 and more,Woman,"Retired, not working","Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),30.0,7.5,2,0.5761899646958017,None
2153395071,2153395071,215339507,46-55 years,Woman,Working at full time job(s),"Visiting home of other people (parents, relatives, friends etc)",Car as passenger,50.0,12.5,3,0.8987541627278769,None
2153395073,2153395073,215339507,16-17 years,Man,Studying at school,"Having a promenade around the city, in park etc (in this case in address question – state address of start of promena",Walking,75.0,18.75,3,0.9712376361785787,None
2153395074,2153395074,215339507,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2153399101,2153399101,215339910,36-45 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),60.0,15.0,2,0.8182308142103268,One
2153399103,2153399103,215339910,14-15 years,Woman,Studying at school,Secondary School,Walking,10.0,2.5,2,0.6792175002843309,One
2153399111,2153399111,215339911,25-35 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),85.0,21.25,3,1.0405488309535824,None
2153399112,2153399112,215339911,56-65 years,Man,"Unemployed, not searching for job",,,,,3,0.9454076260111136,None
2153399116,2153399116,215339911,18-24 years,Man,Student (of university or vocational college),University,Bus (local bus),80.0,20.0,3,1.3467554790918572,None
2153399121,2153399121,215339912,56-65 years,Man,Working at full time job(s),Usual workplace,Car as passenger,25.0,6.25,2,0.9454076260111136,One
2153399122,2153399122,215339912,18-24 years,Man,Working at full time job(s),University,Bus (local bus),110.0,27.5,2,1.3467554790918572,One
2153399131,2153399131,215339913,46-55 years,Woman,Housewife/ houseman,Health center/Doctor,Car as driver,30.0,7.5,1,0.8987541627278769,One
2153399141,2153399141,215339914,18-24 years,Woman,Working at full time job(s),University,Marshrutka (local),120.0,30.0,1,1.1680184442194046,One
2153399151,2153399151,215339915,18-24 years,Man,Working at full time job(s),,,,,2,1.3467554790918572,None
2153399152,2153399152,215339915,36-45 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),12.0,3.0,2,0.8182308142103268,None
2153399161,2153399161,215339916,25-35 years,Woman,Working at part time job(s),Domicile,Car as driver,20.0,5.0,2,1.0405488309535824,One
2153399162,2153399162,215339916,25-35 years,Man,Working at full time job(s),,,,,2,1.5166038838578633,None
2153399261,2153399261,215339926,46-55 years,Woman,Housewife/ houseman,"Services and administrative needs (city service centers, banks, etc)",Bus (local bus),45.0,11.25,1,0.8987541627278769,None
2153399271,2153399271,215339927,36-45 years,Woman,Working at full time job(s),,,,,2,0.8182308142103268,None
2153399273,2153399273,215339927,18-24 years,Man,"Unemployed, searching for job",,,,,2,1.3467554790918572,None
